================ Training Loss (Sun Jan 22 20:12:09 2023) ================
(epoch: 1, iters: 100, time: 0.307, data: 0.128) D_A: 0.268 G_A: 0.351 cycle_A: 2.508 idt_A: 0.881 D_B: 0.287 G_B: 0.236 cycle_B: 1.997 idt_B: 1.101 
(epoch: 1, iters: 200, time: 0.307, data: 0.001) D_A: 0.320 G_A: 0.627 cycle_A: 4.458 idt_A: 1.255 D_B: 0.213 G_B: 0.266 cycle_B: 2.434 idt_B: 1.994 
(epoch: 1, iters: 300, time: 0.308, data: 0.001) D_A: 0.166 G_A: 0.325 cycle_A: 3.961 idt_A: 2.027 D_B: 0.168 G_B: 0.350 cycle_B: 4.098 idt_B: 1.342 
(epoch: 1, iters: 400, time: 0.527, data: 0.001) D_A: 0.188 G_A: 0.435 cycle_A: 4.120 idt_A: 0.781 D_B: 0.304 G_B: 0.215 cycle_B: 2.203 idt_B: 1.875 
(epoch: 1, iters: 500, time: 0.307, data: 0.001) D_A: 0.238 G_A: 0.494 cycle_A: 1.644 idt_A: 0.602 D_B: 0.319 G_B: 0.349 cycle_B: 2.816 idt_B: 0.845 
(epoch: 1, iters: 600, time: 0.307, data: 0.001) D_A: 0.203 G_A: 0.348 cycle_A: 1.879 idt_A: 3.542 D_B: 0.228 G_B: 0.327 cycle_B: 7.332 idt_B: 0.888 
(epoch: 1, iters: 700, time: 0.307, data: 0.001) D_A: 0.252 G_A: 0.446 cycle_A: 1.981 idt_A: 0.567 D_B: 0.112 G_B: 0.498 cycle_B: 1.238 idt_B: 0.944 
(epoch: 1, iters: 800, time: 0.409, data: 0.001) D_A: 0.486 G_A: 0.310 cycle_A: 3.301 idt_A: 1.204 D_B: 0.337 G_B: 0.411 cycle_B: 3.126 idt_B: 1.802 
(epoch: 1, iters: 900, time: 0.308, data: 0.001) D_A: 0.111 G_A: 0.678 cycle_A: 1.809 idt_A: 0.909 D_B: 0.160 G_B: 0.688 cycle_B: 1.967 idt_B: 0.825 
(epoch: 1, iters: 1000, time: 0.308, data: 0.001) D_A: 0.282 G_A: 0.171 cycle_A: 2.749 idt_A: 1.583 D_B: 0.237 G_B: 0.070 cycle_B: 3.505 idt_B: 1.358 
(epoch: 1, iters: 1100, time: 0.308, data: 0.001) D_A: 0.146 G_A: 0.413 cycle_A: 4.908 idt_A: 0.979 D_B: 0.288 G_B: 0.341 cycle_B: 2.061 idt_B: 1.751 
(epoch: 1, iters: 1200, time: 0.409, data: 0.001) D_A: 0.120 G_A: 0.395 cycle_A: 2.844 idt_A: 1.376 D_B: 0.169 G_B: 0.330 cycle_B: 2.877 idt_B: 1.404 
(epoch: 1, iters: 1300, time: 0.308, data: 0.001) D_A: 0.196 G_A: 0.416 cycle_A: 2.890 idt_A: 0.377 D_B: 0.164 G_B: 0.280 cycle_B: 1.650 idt_B: 1.363 
(epoch: 1, iters: 1400, time: 0.307, data: 0.001) D_A: 0.163 G_A: 0.594 cycle_A: 2.672 idt_A: 0.592 D_B: 0.304 G_B: 0.498 cycle_B: 2.091 idt_B: 1.392 
(epoch: 1, iters: 1500, time: 0.307, data: 0.001) D_A: 0.219 G_A: 0.473 cycle_A: 2.372 idt_A: 1.667 D_B: 0.078 G_B: 0.691 cycle_B: 3.160 idt_B: 0.964 
(epoch: 1, iters: 1600, time: 0.409, data: 0.001) D_A: 0.233 G_A: 0.267 cycle_A: 1.939 idt_A: 1.192 D_B: 0.216 G_B: 0.180 cycle_B: 3.226 idt_B: 1.101 
(epoch: 1, iters: 1700, time: 0.307, data: 0.001) D_A: 0.274 G_A: 0.213 cycle_A: 2.330 idt_A: 0.926 D_B: 0.130 G_B: 1.076 cycle_B: 2.365 idt_B: 0.794 
(epoch: 1, iters: 1800, time: 0.307, data: 0.001) D_A: 0.385 G_A: 0.379 cycle_A: 2.685 idt_A: 0.650 D_B: 0.253 G_B: 1.077 cycle_B: 1.173 idt_B: 0.876 
(epoch: 1, iters: 1900, time: 0.308, data: 0.001) D_A: 0.117 G_A: 0.346 cycle_A: 2.961 idt_A: 0.645 D_B: 0.228 G_B: 0.652 cycle_B: 1.529 idt_B: 1.173 
